voting,date,time
glos_22_48,07-07-2016,09:25:37
glos_22_49,07-07-2016,09:26:59
glos_22_5,06-07-2016,19:12:36
glos_22_50,07-07-2016,09:27:30
glos_22_51,07-07-2016,09:28:02
glos_22_52,07-07-2016,09:28:35
glos_22_53,07-07-2016,09:30:32
glos_22_54,07-07-2016,09:32:16
glos_22_55,07-07-2016,09:35:33
glos_22_56,07-07-2016,09:50:28
glos_22_57,07-07-2016,09:55:02
glos_22_58,07-07-2016,10:02:48
glos_22_59,07-07-2016,10:05:07
glos_22_6,06-07-2016,19:13:50
glos_22_60,07-07-2016,10:05:39
glos_22_61,07-07-2016,10:06:00
glos_22_62,07-07-2016,10:06:36
glos_22_63,07-07-2016,10:07:23
glos_22_64,07-07-2016,10:08:23
glos_22_65,07-07-2016,10:08:46
glos_22_66,07-07-2016,10:33:39
glos_22_67,07-07-2016,10:37:12
glos_22_68,07-07-2016,10:40:23
glos_22_69,07-07-2016,10:43:16
glos_22_7,06-07-2016,19:14:57
glos_22_70,07-07-2016,10:47:20
glos_22_71,07-07-2016,10:48:58
glos_22_72,07-07-2016,10:53:08
glos_22_73,07-07-2016,10:57:46
glos_22_74,07-07-2016,10:59:40
glos_22_75,07-07-2016,11:03:05
glos_22_76,07-07-2016,11:08:00
glos_22_77,07-07-2016,11:10:48
glos_22_78,07-07-2016,11:12:33
glos_22_79,07-07-2016,11:16:11
glos_22_8,06-07-2016,19:20:34
glos_22_80,07-07-2016,11:17:53
glos_22_81,07-07-2016,11:21:23
glos_22_82,07-07-2016,11:25:56
glos_22_83,07-07-2016,11:30:28
glos_22_84,07-07-2016,11:38:47
glos_22_85,07-07-2016,11:43:22
glos_22_86,07-07-2016,11:48:54
glos_22_87,07-07-2016,11:52:54
glos_22_88,07-07-2016,11:56:43
glos_22_89,07-07-2016,11:59:48
glos_22_9,06-07-2016,19:21:15
glos_22_90,07-07-2016,12:05:58
glos_22_91,07-07-2016,12:09:37
glos_22_92,07-07-2016,12:13:16
glos_22_93,07-07-2016,12:16:39
glos_22_94,07-07-2016,12:18:34
glos_22_95,07-07-2016,12:21:55
glos_22_96,07-07-2016,12:23:45
glos_22_97,07-07-2016,12:28:57
glos_22_98,07-07-2016,12:34:25
glos_22_99,07-07-2016,12:37:08
glos_23_1,19-07-2016,19:36:01
glos_23_10,19-07-2016,19:49:38
glos_23_100,22-07-2016,12:11:39
glos_23_101,22-07-2016,12:12:06
glos_23_102,22-07-2016,12:16:19
glos_23_103,22-07-2016,12:21:16
glos_23_104,22-07-2016,12:53:50
glos_23_105,22-07-2016,12:54:35
glos_23_106,22-07-2016,12:55:17
glos_23_107,22-07-2016,12:55:53
glos_23_108,22-07-2016,12:56:32
glos_23_109,22-07-2016,13:18:03
glos_23_11,19-07-2016,19:51:55
glos_23_110,22-07-2016,13:18:42
glos_23_111,22-07-2016,13:19:21
glos_23_112,22-07-2016,13:20:19
glos_23_12,19-07-2016,19:52:30
glos_23_13,19-07-2016,19:53:05
glos_23_14,19-07-2016,19:53:41
glos_23_15,19-07-2016,19:54:10
glos_23_16,19-07-2016,19:54:45
glos_23_17,19-07-2016,19:55:11
glos_23_18,19-07-2016,19:55:41
glos_23_19,19-07-2016,19:56:13
glos_23_2,19-07-2016,19:36:56
glos_23_20,19-07-2016,19:56:42
glos_23_21,19-07-2016,19:57:20
glos_23_22,19-07-2016,20:02:02
glos_23_23,19-07-2016,20:02:46
glos_23_24,19-07-2016,20:04:42
glos_23_25,19-07-2016,20:05:23
glos_23_26,19-07-2016,20:05:50
glos_23_27,19-07-2016,20:06:39
glos_23_28,19-07-2016,20:10:57
glos_23_29,19-07-2016,20:13:04
glos_23_3,19-07-2016,19:41:27
glos_23_30,19-07-2016,20:19:10
glos_23_31,19-07-2016,20:23:30
glos_23_32,21-07-2016,09:13:12
glos_23_33,21-07-2016,09:17:42
glos_23_34,21-07-2016,09:23:35
glos_23_35,21-07-2016,09:24:20
glos_23_36,21-07-2016,09:25:09
glos_23_37,21-07-2016,09:59:37
glos_23_38,21-07-2016,19:46:48
glos_23_39,21-07-2016,19:47:28
glos_23_4,19-07-2016,19:42:05
glos_23_40,21-07-2016,19:48:18
glos_23_41,22-07-2016,09:16:22
glos_23_42,22-07-2016,09:18:02
glos_23_43,22-07-2016,09:18:36
glos_23_44,22-07-2016,09:19:21
glos_23_45,22-07-2016,09:26:19
glos_23_46,22-07-2016,09:30:53
glos_23_47,22-07-2016,09:38:32
glos_23_48,22-07-2016,09:43:20
glos_23_49,22-07-2016,09:45:15
glos_23_5,19-07-2016,19:42:38
glos_23_50,22-07-2016,09:50:10
glos_23_51,22-07-2016,09:53:50
glos_23_52,22-07-2016,09:55:39
glos_23_53,22-07-2016,09:56:07
glos_23_54,22-07-2016,09:56:35
glos_23_55,22-07-2016,09:57:00
glos_23_56,22-07-2016,10:01:21
glos_23_57,22-07-2016,10:02:51
glos_23_58,22-07-2016,10:08:10
glos_23_59,22-07-2016,10:16:35
glos_23_6,19-07-2016,19:43:15
glos_23_60,22-07-2016,10:41:58
glos_23_61,22-07-2016,10:49:48
glos_23_62,22-07-2016,10:55:15
glos_23_63,22-07-2016,11:01:20
glos_23_64,22-07-2016,11:01:47
glos_23_65,22-07-2016,11:03:35
glos_23_66,22-07-2016,11:07:42
glos_23_67,22-07-2016,11:08:15
glos_23_68,22-07-2016,11:10:05
glos_23_69,22-07-2016,11:10:33
glos_23_7,19-07-2016,19:45:33
glos_23_70,22-07-2016,11:13:11
glos_23_71,22-07-2016,11:16:01
glos_23_72,22-07-2016,11:19:52
glos_23_73,22-07-2016,11:25:43
glos_23_74,22-07-2016,11:26:52
glos_23_75,22-07-2016,11:34:55
glos_23_76,22-07-2016,11:39:20
glos_23_77,22-07-2016,11:47:34
glos_23_78,22-07-2016,11:51:24
glos_23_79,22-07-2016,11:53:14
glos_23_8,19-07-2016,19:48:33
glos_23_80,22-07-2016,11:54:32
glos_23_81,22-07-2016,11:55:08
glos_23_82,22-07-2016,11:55:37
glos_23_83,22-07-2016,11:56:14
glos_23_84,22-07-2016,11:56:59
glos_23_85,22-07-2016,11:57:27
glos_23_86,22-07-2016,11:57:57
glos_23_87,22-07-2016,11:58:27
glos_23_88,22-07-2016,11:59:01
glos_23_89,22-07-2016,12:01:58
glos_23_9,19-07-2016,19:49:04
glos_23_90,22-07-2016,12:03:48
glos_23_91,22-07-2016,12:04:29
glos_23_92,22-07-2016,12:06:59
glos_23_93,22-07-2016,12:07:31
glos_23_94,22-07-2016,12:08:24
glos_23_95,22-07-2016,12:08:52
glos_23_96,22-07-2016,12:09:37
glos_23_97,22-07-2016,12:10:11
glos_23_98,22-07-2016,12:10:37
glos_23_99,22-07-2016,12:11:05
glos_24_1,05-09-2016,11:12:46
glos_24_10,05-09-2016,18:09:23
glos_24_11,05-09-2016,18:09:53
glos_24_12,05-09-2016,18:10:18
glos_24_13,05-09-2016,18:10:44
glos_24_14,05-09-2016,18:11:13
glos_24_15,05-09-2016,18:11:41
glos_24_16,05-09-2016,18:12:06
glos_24_17,05-09-2016,18:12:36
glos_24_18,05-09-2016,18:13:06
glos_24_19,05-09-2016,18:13:34
glos_24_2,05-09-2016,12:20:13
glos_24_20,05-09-2016,18:14:02
glos_24_21,05-09-2016,18:14:43
glos_24_22,05-09-2016,18:15:54
glos_24_23,05-09-2016,18:17:19
glos_24_24,05-09-2016,18:18:31
glos_24_25,05-09-2016,18:19:01
glos_24_26,05-09-2016,18:19:42
glos_24_27,05-09-2016,18:20:23
glos_24_28,05-09-2016,18:20:55
glos_24_29,05-09-2016,18:21:31
glos_24_3,05-09-2016,18:05:31
glos_24_30,05-09-2016,18:22:05
glos_24_31,05-09-2016,18:22:32
glos_24_32,05-09-2016,18:23:07
glos_24_33,05-09-2016,18:23:38
glos_24_34,05-09-2016,18:24:10
glos_24_35,05-09-2016,18:24:42
glos_24_36,05-09-2016,18:25:42
glos_24_37,05-09-2016,18:26:17
glos_24_38,05-09-2016,18:27:14
glos_24_39,05-09-2016,18:29:47
glos_24_4,05-09-2016,18:06:17
glos_24_40,05-09-2016,18:40:01
glos_24_41,05-09-2016,18:40:58
glos_24_5,05-09-2016,18:06:51
glos_24_6,05-09-2016,18:07:29
glos_24_7,05-09-2016,18:07:55
glos_24_8,05-09-2016,18:08:22
glos_24_9,05-09-2016,18:08:54
glos_25_1,13-09-2016,09:15:29
glos_25_10,14-09-2016,10:12:37
glos_25_11,14-09-2016,10:13:40
glos_25_12,14-09-2016,10:27:13
glos_25_13,14-09-2016,10:35:15
glos_25_14,14-09-2016,10:36:12
glos_25_15,14-09-2016,10:36:57
glos_25_2,14-09-2016,09:21:48
glos_25_3,14-09-2016,09:37:49
glos_25_4,14-09-2016,09:40:57
glos_25_5,14-09-2016,09:48:45
glos_25_6,14-09-2016,09:56:52
glos_25_7,14-09-2016,10:06:14
glos_25_8,14-09-2016,10:06:58
glos_25_9,14-09-2016,10:10:42
glos_26_1,21-09-2016,09:07:59
glos_26_10,23-09-2016,09:33:07
glos_26_11,23-09-2016,09:39:43
glos_26_12,23-09-2016,09:40:44
glos_26_13,23-09-2016,09:42:45
glos_26_14,23-09-2016,09:43:45
glos_26_15,23-09-2016,09:53:53
glos_26_16,23-09-2016,09:56:32
glos_26_17,23-09-2016,10:32:56
glos_26_18,23-09-2016,10:42:32
glos_26_19,23-09-2016,10:47:47
glos_26_2,22-09-2016,11:10:08
glos_26_20,23-09-2016,10:48:41
glos_26_3,22-09-2016,11:14:32
glos_26_4,22-09-2016,11:21:18
glos_26_5,22-09-2016,11:24:13
glos_26_6,22-09-2016,11:25:04
glos_26_7,22-09-2016,11:30:37
glos_26_8,22-09-2016,11:36:42
glos_26_9,23-09-2016,09:25:44
glos_27_1,04-10-2016,11:07:26
glos_27_10,06-10-2016,10:29:21
glos_27_11,06-10-2016,10:33:25
glos_27_12,06-10-2016,11:09:49
glos_27_13,06-10-2016,11:14:28
glos_27_14,06-10-2016,11:18:58
glos_27_15,06-10-2016,11:26:09
glos_27_16,06-10-2016,11:28:15
glos_27_17,06-10-2016,11:30:42
glos_27_18,06-10-2016,11:31:20
glos_27_19,06-10-2016,11:32:05
glos_27_2,04-10-2016,11:19:50
glos_27_20,06-10-2016,11:35:22
glos_27_21,06-10-2016,11:55:30
glos_27_22,06-10-2016,12:20:11
glos_27_23,06-10-2016,12:25:11
glos_27_24,06-10-2016,12:28:36
glos_27_25,06-10-2016,12:34:20
glos_27_26,06-10-2016,12:39:12
glos_27_27,06-10-2016,13:04:26
glos_27_28,06-10-2016,13:11:10
glos_27_29,06-10-2016,13:32:10
glos_27_3,05-10-2016,09:22:06
glos_27_30,06-10-2016,13:40:44
glos_27_31,06-10-2016,13:44:43
glos_27_32,06-10-2016,13:45:12
glos_27_33,06-10-2016,13:46:13
glos_27_4,05-10-2016,09:23:16
glos_27_5,05-10-2016,09:27:36
glos_27_6,05-10-2016,09:29:25
glos_27_7,05-10-2016,09:37:18
glos_27_8,06-10-2016,10:22:15
glos_27_9,06-10-2016,10:28:21
glos_28_1,20-10-2016,09:28:44
glos_28_10,21-10-2016,09:25:52
glos_28_11,21-10-2016,09:31:20
glos_28_12,21-10-2016,09:32:05
glos_28_13,21-10-2016,09:36:51
glos_28_14,21-10-2016,09:41:21
glos_28_15,21-10-2016,09:45:09
glos_28_16,21-10-2016,09:46:03
glos_28_17,21-10-2016,09:55:40
glos_28_18,21-10-2016,09:58:31
glos_28_19,21-10-2016,09:59:09
glos_28_2,20-10-2016,09:40:47
glos_28_20,21-10-2016,09:59:54
glos_28_21,21-10-2016,10:00:29
glos_28_22,21-10-2016,10:02:19
glos_28_23,21-10-2016,10:02:47
glos_28_24,21-10-2016,10:03:10
glos_28_25,21-10-2016,10:03:40
glos_28_26,21-10-2016,10:06:12
glos_28_27,21-10-2016,10:17:14
glos_28_28,21-10-2016,10:20:40
glos_28_29,21-10-2016,10:21:30
glos_28_3,20-10-2016,09:50:05
glos_28_30,21-10-2016,10:22:15
glos_28_31,21-10-2016,10:22:46
glos_28_32,21-10-2016,10:23:23
glos_28_33,21-10-2016,10:23:51
glos_28_34,21-10-2016,10:24:32
glos_28_35,21-10-2016,10:25:02
glos_28_36,21-10-2016,10:25:31
glos_28_37,21-10-2016,10:25:59
glos_28_38,21-10-2016,10:26:28
glos_28_39,21-10-2016,10:26:55
glos_28_4,20-10-2016,20:43:23
glos_28_40,21-10-2016,10:27:32
glos_28_41,21-10-2016,10:28:00
glos_28_42,21-10-2016,10:28:33
glos_28_43,21-10-2016,10:29:02
glos_28_44,21-10-2016,10:29:34
glos_28_45,21-10-2016,10:30:16
glos_28_46,21-10-2016,10:30:43
glos_28_47,21-10-2016,10:32:50
glos_28_48,21-10-2016,10:41:51
glos_28_49,21-10-2016,10:43:46
glos_28_5,20-10-2016,20:52:39
glos_28_50,21-10-2016,10:44:20
glos_28_51,21-10-2016,10:44:51
glos_28_52,21-10-2016,10:45:25
glos_28_53,21-10-2016,10:46:07
glos_28_54,21-10-2016,10:46:46
glos_28_55,21-10-2016,10:47:24
glos_28_56,21-10-2016,10:52:02
glos_28_57,21-10-2016,10:57:40
glos_28_58,21-10-2016,11:04:26
glos_28_59,21-10-2016,11:12:03
glos_28_6,20-10-2016,21:20:10
glos_28_60,21-10-2016,11:14:53
glos_28_61,21-10-2016,11:22:25
glos_28_62,21-10-2016,11:26:33
glos_28_63,21-10-2016,11:27:41
glos_28_64,21-10-2016,11:28:23
glos_28_65,21-10-2016,11:29:03
glos_28_66,21-10-2016,11:29:47
glos_28_67,21-10-2016,11:30:25
glos_28_68,21-10-2016,11:31:04
glos_28_69,21-10-2016,11:31:47
glos_28_7,21-10-2016,09:14:37
glos_28_70,21-10-2016,11:34:23
glos_28_71,21-10-2016,11:40:48
glos_28_72,21-10-2016,11:52:37
glos_28_73,21-10-2016,11:53:57
glos_28_74,21-10-2016,11:54:52
glos_28_8,21-10-2016,09:22:20
glos_28_9,21-10-2016,09:25:08
glos_29_1,03-11-2016,10:20:28
glos_29_10,04-11-2016,11:49:20
glos_29_11,04-11-2016,11:52:40
glos_29_12,04-11-2016,11:55:35
glos_29_13,04-11-2016,12:00:43
glos_29_14,04-11-2016,12:01:14
glos_29_15,04-11-2016,12:05:16
glos_29_16,04-11-2016,12:07:17
glos_29_17,04-11-2016,12:07:46
glos_29_18,04-11-2016,12:10:32
glos_29_19,04-11-2016,12:14:49
glos_29_2,03-11-2016,10:21:08
glos_29_20,04-11-2016,12:25:52
glos_29_21,04-11-2016,12:26:42
glos_29_22,04-11-2016,12:35:30
glos_29_23,04-11-2016,12:40:00
glos_29_24,04-11-2016,12:40:30
glos_29_25,04-11-2016,12:41:11
glos_29_26,04-11-2016,12:44:12
glos_29_27,04-11-2016,12:54:58
glos_29_28,04-11-2016,12:56:45
glos_29_29,04-11-2016,12:57:21
glos_29_3,03-11-2016,10:21:50
glos_29_30,04-11-2016,12:57:52
glos_29_31,04-11-2016,13:04:52
glos_29_32,04-11-2016,13:05:25
glos_29_33,04-11-2016,13:05:53
glos_29_34,04-11-2016,13:06:27
glos_29_35,04-11-2016,13:22:12
glos_29_36,04-11-2016,13:23:33
glos_29_37,04-11-2016,13:24:06
glos_29_38,04-11-2016,13:26:02
glos_29_39,04-11-2016,13:26:32
glos_29_4,03-11-2016,10:23:15
glos_29_40,04-11-2016,13:26:59
glos_29_41,04-11-2016,13:32:11
glos_29_42,04-11-2016,13:33:50
glos_29_43,04-11-2016,13:35:43
glos_29_44,04-11-2016,13:37:19
glos_29_45,04-11-2016,13:43:02
glos_29_46,04-11-2016,13:45:09
glos_29_47,04-11-2016,13:45:39
glos_29_48,04-11-2016,13:46:07
glos_29_49,04-11-2016,13:46:38
glos_29_5,03-11-2016,10:24:04
glos_29_50,04-11-2016,13:48:53
glos_29_51,04-11-2016,13:52:37
glos_29_52,04-11-2016,13:54:52
glos_29_53,04-11-2016,13:58:25
glos_29_54,04-11-2016,14:01:35
glos_29_55,04-11-2016,14:04:35
glos_29_56,04-11-2016,14:05:21
glos_29_57,04-11-2016,14:05:52
glos_29_58,04-11-2016,14:06:24
glos_29_59,04-11-2016,14:08:25
glos_29_6,03-11-2016,10:29:02
glos_29_60,04-11-2016,14:11:15
glos_29_61,04-11-2016,14:13:21
glos_29_62,04-11-2016,14:14:54
glos_29_63,04-11-2016,14:16:41
glos_29_64,04-11-2016,14:19:49
glos_29_65,04-11-2016,14:21:44
glos_29_66,04-11-2016,14:42:22
glos_29_67,04-11-2016,14:44:08
glos_29_68,04-11-2016,14:44:48
glos_29_69,04-11-2016,14:45:16
glos_29_7,03-11-2016,10:30:09
glos_29_70,04-11-2016,14:51:54
glos_29_71,04-11-2016,14:59:20
glos_29_72,04-11-2016,15:00:34
glos_29_73,04-11-2016,15:01:10
glos_29_74,04-11-2016,15:02:56
glos_29_75,04-11-2016,15:03:47
glos_29_76,04-11-2016,15:04:21
glos_29_77,04-11-2016,15:04:57
glos_29_78,04-11-2016,15:05:37
glos_29_79,04-11-2016,15:12:48
glos_29_8,03-11-2016,10:36:06
glos_29_80,04-11-2016,15:25:06
glos_29_81,04-11-2016,15:26:00
glos_29_9,04-11-2016,11:44:22
glos_2_1,25-11-2015,18:11:56
glos_2_10,25-11-2015,19:01:26
glos_2_11,25-11-2015,19:02:10
glos_2_12,25-11-2015,19:02:55
glos_2_13,25-11-2015,19:03:42
glos_2_14,25-11-2015,19:04:46
glos_2_15,25-11-2015,19:12:17
glos_2_16,25-11-2015,19:14:07
glos_2_17,25-11-2015,19:15:05
glos_2_18,25-11-2015,19:17:34
glos_2_19,25-11-2015,19:21:59
glos_2_2,25-11-2015,18:13:07
glos_2_20,25-11-2015,19:22:56
glos_2_21,25-11-2015,19:28:22
glos_2_22,25-11-2015,22:16:49
glos_2_23,25-11-2015,23:46:34
glos_2_24,25-11-2015,23:47:32
glos_2_25,25-11-2015,23:48:26
glos_2_26,25-11-2015,23:49:20
glos_2_27,25-11-2015,23:50:13
glos_2_28,25-11-2015,23:53:17
glos_2_29,26-11-2015,00:29:32
glos_2_3,25-11-2015,18:14:12
glos_2_4,25-11-2015,18:45:00
glos_2_5,25-11-2015,18:45:55
glos_2_6,25-11-2015,18:46:44
glos_2_7,25-11-2015,18:47:33
glos_2_8,25-11-2015,18:48:17
glos_2_9,25-11-2015,19:00:43
glos_30_1,15-11-2016,19:46:08
glos_30_10,15-11-2016,20:11:29
glos_30_11,15-11-2016,20:11:55
glos_30_12,15-11-2016,20:13:16
glos_30_13,15-11-2016,20:15:04
glos_30_14,15-11-2016,20:23:08
glos_30_15,15-11-2016,20:24:52
glos_30_16,15-11-2016,20:25:35
glos_30_17,15-11-2016,20:31:42
glos_30_18,16-11-2016,12:22:02
glos_30_19,16-11-2016,12:24:33
glos_30_2,15-11-2016,19:52:03
glos_30_20,16-11-2016,12:25:48
glos_30_21,16-11-2016,12:27:52
glos_30_22,16-11-2016,12:28:22
glos_30_23,16-11-2016,12:28:50
glos_30_24,16-11-2016,12:31:38
glos_30_25,16-11-2016,12:33:52
glos_30_26,16-11-2016,12:35:29
glos_30_27,16-11-2016,12:38:45
glos_30_28,16-11-2016,12:40:59
glos_30_29,16-11-2016,12:41:35
glos_30_3,15-11-2016,19:53:42
glos_30_30,16-11-2016,12:42:11
glos_30_31,16-11-2016,12:42:43
glos_30_32,16-11-2016,12:43:15
glos_30_33,16-11-2016,12:43:46
glos_30_34,16-11-2016,12:44:23
glos_30_35,16-11-2016,12:46:33
glos_30_36,16-11-2016,12:47:21
glos_30_37,16-11-2016,12:47:55
glos_30_38,16-11-2016,12:48:31
glos_30_39,16-11-2016,12:49:13
glos_30_4,15-11-2016,19:55:31
glos_30_40,16-11-2016,12:49:44
glos_30_41,16-11-2016,12:50:21
glos_30_42,16-11-2016,12:50:50
glos_30_43,16-11-2016,12:51:45
glos_30_44,16-11-2016,12:52:09
glos_30_45,16-11-2016,12:52:54
glos_30_46,16-11-2016,12:56:13
glos_30_47,16-11-2016,12:58:51
glos_30_48,16-11-2016,12:59:38
glos_30_49,16-11-2016,13:00:06
glos_30_5,15-11-2016,19:57:51
glos_30_50,16-11-2016,13:01:55
glos_30_51,16-11-2016,13:02:24
glos_30_52,16-11-2016,13:04:17
glos_30_53,16-11-2016,13:06:12
glos_30_54,16-11-2016,13:06:48
glos_30_55,16-11-2016,13:13:22
glos_30_56,16-11-2016,13:20:27
glos_30_57,16-11-2016,13:23:48
glos_30_58,16-11-2016,13:25:33
glos_30_59,16-11-2016,13:27:37
glos_30_6,15-11-2016,20:00:46
glos_30_60,16-11-2016,13:33:43
glos_30_61,16-11-2016,13:41:26
glos_30_62,16-11-2016,13:44:31
glos_30_63,16-11-2016,13:48:00
glos_30_64,16-11-2016,13:54:55
glos_30_65,16-11-2016,13:58:30
glos_30_66,16-11-2016,14:29:43
glos_30_7,15-11-2016,20:06:37
glos_30_8,15-11-2016,20:09:15
glos_30_9,15-11-2016,20:10:59
glos_31_1,29-11-2016,12:53:08
glos_31_10,29-11-2016,14:42:59
glos_31_100,30-11-2016,12:31:38
glos_31_101,30-11-2016,12:35:00
glos_31_102,30-11-2016,12:37:40
glos_31_103,30-11-2016,12:38:15
glos_31_104,30-11-2016,12:38:53
glos_31_105,30-11-2016,12:39:23
glos_31_106,30-11-2016,12:39:49
glos_31_107,30-11-2016,12:40:46
glos_31_108,30-11-2016,12:41:28
glos_31_109,30-11-2016,12:42:04
glos_31_11,29-11-2016,14:46:35
glos_31_110,30-11-2016,12:42:40
glos_31_111,30-11-2016,12:43:15
glos_31_112,30-11-2016,12:43:43
glos_31_113,30-11-2016,12:44:14
glos_31_114,30-11-2016,12:44:44
glos_31_115,30-11-2016,12:45:14
glos_31_116,30-11-2016,12:45:43
glos_31_117,30-11-2016,12:46:16
glos_31_118,30-11-2016,12:46:43
glos_31_119,30-11-2016,12:47:14
glos_31_12,29-11-2016,14:47:10
glos_31_120,30-11-2016,12:47:56
glos_31_121,30-11-2016,12:48:26
glos_31_122,30-11-2016,12:49:01
glos_31_123,30-11-2016,12:49:34
glos_31_124,30-11-2016,12:50:15
glos_31_125,30-11-2016,12:50:47
glos_31_126,30-11-2016,12:51:31
glos_31_127,30-11-2016,12:52:04
glos_31_128,30-11-2016,12:52:44
glos_31_129,30-11-2016,12:53:18
glos_31_13,29-11-2016,14:47:44
glos_31_130,30-11-2016,12:53:57
glos_31_131,30-11-2016,12:54:31
glos_31_132,30-11-2016,12:54:57
glos_31_133,30-11-2016,12:55:38
glos_31_134,30-11-2016,12:56:09
glos_31_135,30-11-2016,12:56:36
glos_31_136,30-11-2016,12:57:06
glos_31_137,30-11-2016,12:57:31
glos_31_138,30-11-2016,12:57:58
glos_31_139,30-11-2016,12:58:49
glos_31_14,29-11-2016,14:48:56
glos_31_140,30-11-2016,12:59:47
glos_31_141,30-11-2016,13:00:19
glos_31_142,30-11-2016,13:00:55
glos_31_143,30-11-2016,13:01:21
glos_31_144,30-11-2016,13:01:54
glos_31_145,30-11-2016,13:02:25
glos_31_146,30-11-2016,13:03:06
glos_31_147,30-11-2016,13:03:47
glos_31_148,30-11-2016,13:04:13
glos_31_149,01-12-2016,09:15:02
glos_31_15,29-11-2016,14:51:43
glos_31_150,01-12-2016,09:15:44
glos_31_151,01-12-2016,09:17:37
glos_31_152,01-12-2016,09:18:33
glos_31_153,01-12-2016,09:23:53
glos_31_154,01-12-2016,09:24:31
glos_31_155,01-12-2016,09:25:05
glos_31_156,02-12-2016,09:39:17
glos_31_157,02-12-2016,09:42:26
glos_31_158,02-12-2016,09:45:45
glos_31_159,02-12-2016,09:49:20
glos_31_16,29-11-2016,14:52:36
glos_31_160,02-12-2016,09:54:28
glos_31_161,02-12-2016,09:57:32
glos_31_162,02-12-2016,10:18:55
glos_31_163,02-12-2016,10:19:42
glos_31_164,02-12-2016,10:20:14
glos_31_165,02-12-2016,10:20:44
glos_31_166,02-12-2016,10:30:15
glos_31_167,02-12-2016,10:32:19
glos_31_168,02-12-2016,10:36:31
glos_31_169,02-12-2016,10:38:51
glos_31_17,30-11-2016,09:17:54
glos_31_170,02-12-2016,10:44:46
glos_31_171,02-12-2016,10:47:52
glos_31_172,02-12-2016,10:58:28
glos_31_173,02-12-2016,11:03:52
glos_31_174,02-12-2016,11:08:02
glos_31_175,02-12-2016,11:09:09
glos_31_176,02-12-2016,11:11:27
glos_31_177,02-12-2016,11:13:36
glos_31_178,02-12-2016,11:15:54
glos_31_179,02-12-2016,11:18:03
glos_31_18,30-11-2016,09:29:19
glos_31_180,02-12-2016,11:18:38
glos_31_181,02-12-2016,11:20:24
glos_31_182,02-12-2016,11:20:55
glos_31_183,02-12-2016,11:21:45
glos_31_184,02-12-2016,11:23:37
glos_31_185,02-12-2016,11:29:12
glos_31_186,02-12-2016,11:31:12
glos_31_187,02-12-2016,11:32:12
glos_31_188,02-12-2016,11:32:45
glos_31_189,02-12-2016,11:34:57
glos_31_19,30-11-2016,09:30:29
glos_31_190,02-12-2016,11:37:52
glos_31_191,02-12-2016,11:38:43
glos_31_192,02-12-2016,11:39:17
glos_31_193,02-12-2016,11:39:49
glos_31_194,02-12-2016,11:40:32
glos_31_195,02-12-2016,11:40:57
glos_31_196,02-12-2016,11:44:22
glos_31_197,02-12-2016,11:50:40
glos_31_198,02-12-2016,11:51:40
glos_31_199,02-12-2016,11:52:23
glos_31_2,29-11-2016,14:24:31
glos_31_20,30-11-2016,09:36:05
glos_31_200,02-12-2016,11:57:39
glos_31_201,02-12-2016,11:59:18
glos_31_202,02-12-2016,12:01:13
glos_31_203,02-12-2016,12:02:43
glos_31_204,02-12-2016,12:13:58
glos_31_205,02-12-2016,12:19:15
glos_31_206,02-12-2016,12:21:43
glos_31_207,02-12-2016,12:25:47
glos_31_208,02-12-2016,12:26:31
glos_31_209,02-12-2016,12:29:13
glos_31_21,30-11-2016,09:38:17
glos_31_210,02-12-2016,12:29:42
glos_31_211,02-12-2016,12:30:07
glos_31_212,02-12-2016,12:34:05
glos_31_213,02-12-2016,12:40:32
glos_31_214,02-12-2016,12:43:06
glos_31_215,02-12-2016,12:43:53
glos_31_22,30-11-2016,09:38:45
glos_31_23,30-11-2016,09:40:47
glos_31_24,30-11-2016,09:41:18
glos_31_25,30-11-2016,09:43:07
glos_31_26,30-11-2016,09:44:46
glos_31_27,30-11-2016,09:48:08
glos_31_28,30-11-2016,09:50:56
glos_31_29,30-11-2016,09:53:36
glos_31_3,29-11-2016,14:34:14
glos_31_30,30-11-2016,09:57:57
glos_31_31,30-11-2016,09:59:42
glos_31_32,30-11-2016,10:00:16
glos_31_33,30-11-2016,10:02:13
glos_31_34,30-11-2016,10:02:42
glos_31_35,30-11-2016,10:03:09
glos_31_36,30-11-2016,10:06:19
glos_31_37,30-11-2016,10:21:18
glos_31_38,30-11-2016,10:27:08
glos_31_39,30-11-2016,10:28:33
glos_31_4,29-11-2016,14:36:16
glos_31_41,30-11-2016,10:37:42
glos_31_42,30-11-2016,10:48:17
glos_31_43,30-11-2016,10:55:08
glos_31_44,30-11-2016,10:56:51
glos_31_45,30-11-2016,11:02:25
glos_31_46,30-11-2016,11:08:01
glos_31_47,30-11-2016,11:11:14
glos_31_48,30-11-2016,11:11:47
glos_31_49,30-11-2016,11:14:40
glos_31_5,29-11-2016,14:36:41
glos_31_50,30-11-2016,11:15:08
glos_31_51,30-11-2016,11:15:36
glos_31_52,30-11-2016,11:16:02
glos_31_53,30-11-2016,11:16:36
glos_31_54,30-11-2016,11:17:12
glos_31_55,30-11-2016,11:17:47
glos_31_56,30-11-2016,11:18:20
glos_31_57,30-11-2016,11:21:19
glos_31_58,30-11-2016,11:22:04
glos_31_59,30-11-2016,11:23:55
glos_31_6,29-11-2016,14:39:10
